iteration,populationCount,mutationRate,crossOverRate,parentTournamentSize,migrationTournamentSize,offspringCount,islandCount,migrationTournamentSize,islandCount,migrationCount,migrationInterval,tau,tauPrime,adaptationBoundary
38,249,4.249508630556931,0.9014215644874253,1,37,290,1,37,1,201,10000,1.7052382428414487e-10,9.098431490408252e-13,5.676726314165737e-07
39,149,2.274598396449078,0.19496011972143343,15,56,366,18,56,18,103,9420,0.01611099471015898,0.01791178453058405,8.428698746777372e-09
40,382,7.717687560815591,0.894283311461086,280,340,2306,1,340,1,18,3394,0.015595199713151835,0.1463956977045289,2.1541030473660232e-08
41,210,5.675900502078309,0.8911870472287767,3,78,1370,1,78,1,152,10000,0.012208022883145422,3.46157448067427e-11,0.4054888693718056
42,396,2.838148714192225,0.885049674303011,215,213,2256,1,213,1,130,10000,0.001608569718731486,7.722024789832694e-15,2.657180737668256
43,713,7.364451833432315,0.9009393786764762,15,621,1966,1,621,1,527,5660,0.001561487750032532,9.750792984684187e-13,1.5518328449881894e-07
44,348,9.440813139224463,0.8820603556696242,1,71,424,1,71,1,49,953,0.05842169574768309,0.004464753519338583,4.3647528795173536e-13
45,435,6.145356865234348,0.8959097188196219,1,282,18050,1,282,1,141,8919,0.001919274967472536,0.9740585530299319,4.960004609974418e-05
46,651,4.274603921513614,0.8951550313057136,63,433,22080,1,433,1,48,5134,0.0019051248368097305,0.2690625969481161,2.1696245513523144e-08
47,609,9.877463495806373,0.5597193314278287,91,174,1950,1,174,1,86,4770,8.093376318500557e-05,0.00024690913642197004,3.8692241108009427e-10
48,610,7.080961947639031,0.5584838818847487,87,449,1996,1,449,1,356,4761,9.673470817839749e-05,0.00024720575349616614,0.45430652892278495
49,148,4.875169270919403,0.5575795925844321,20,85,492,1,85,1,142,4748,0.00010964914179876012,5.4429544282886635,0.12535964640209016
50,5,4.268334958892606,0.5556422399682716,1,1,18,1,1,1,4,4704,0.00014272408024460507,3.3327390733509386e-07,5.333200913464664e-13
51,159,1.0432790050115883,0.99616272334184,9,82,374,1,82,1,142,4745,0.00016800940570182803,5.442603843217566e-05,0.0010524879415719235
52,151,4.309138321559358,0.555114782449412,10,96,542,1,96,1,112,4757,0.0001506093785487301,1.0475968130480662e-12,3.194452166060936e-11
53,149,5.771779866093521,0.5564809058363013,22,103,514,1,103,1,93,4763,0.00012239037637353027,0.0007925488915122369,0.10632970316989462
54,149,7.187812659975136,0.559279169677679,64,123,1028,1,123,1,80,4896,0.00010778671267324546,0.0008893092323452033,0.001879106996286106
55,234,1.9841036687893068,0.8946444559277794,1,32,484,1,32,1,185,9670,0.01080808889918361,2.8995906169927734e-14,9.757778373668203e-15
56,155,7.977445939668932,0.5538855631847477,113,22,456,1,22,1,87,4821,0.0001844830046284104,0.06710611645668223,2.7113230322484953e-14
57,618,7.548268706325447,0.5470774840653418,49,119,2532,1,119,1,565,4654,0.0005739817707774105,4.657304527408684e-14,0.005106861253422316
58,153,0.7037301256985083,0.5541618896146984,18,93,608,1,93,1,4,4456,6.632505157396023e-05,4.212764178815604e-07,0.0005921216794959622
59,152,7.267017157724455,0.5627720390237083,12,146,450,2,146,2,103,4958,0.00022043498132679043,2.237179056975876e-06,0.00025039097790796486
60,148,6.757778787530305,0.5571631102848965,23,134,502,1,134,1,125,4807,0.00014571353837654493,1.1686278749792838,2.6281002973942088e-09
61,148,4.627817750305946,0.5586222980245472,14,73,1388,52,73,52,41,4748,0.00012412437140030039,4.339765520057006e-15,1.3767111649578188
62,148,0.1676035095961732,0.5622405697796854,1,132,11598,1,132,1,86,4729,0.00022209390117899772,8.748385025031661e-07,2.759898690639766
63,598,3.1027706815699316,0.5862995851151088,108,368,2728,1,368,1,232,4716,0.0008204108122874456,1.7978070982092813e-12,5.2993615165274335
64,152,9.458448423237964,0.5581914189399635,9,95,442,2,95,2,30,4815,0.00012620150705930415,2.0271438426926424e-12,3.272279418761848
65,281,7.188170108843601,0.6805862780019616,1,216,910,1,216,1,281,5576,10.0,0.08377339100495218,0.003857854335339587
66,74,6.848184119784596,0.6097775201941023,20,74,210,1,74,1,74,6988,0.08053722164983833,2.765896535705546e-14,2.0291619675613832
67,985,6.868755322053378,0.04398742436577182,1,985,4256,1,985,1,498,7177,0.05997851939974572,0.008886462819865599,5.1273498472571455e-11
68,173,5.185041778118412,0.5270248675268862,1,133,520,1,133,1,96,4845,1.5664907260326188e-08,2.4285307311331312,0.0003959246722525138
69,150,5.352495094234221,0.5584067478008193,56,83,490,1,83,1,144,4783,0.029476454034966525,3.16525028819461e-13,0.08340769588505499
70,149,5.019801027272268,0.5587379988311254,27,142,494,1,142,1,27,4757,2.7225782204247383e-11,0.17700970027023286,0.000716842663616298
71,153,5.56147931544775,0.5553355833701793,2,6,424,1,6,1,112,4817,0.007424552304749902,2.401247815396221e-11,0.0018939243051439092
72,613,9.755745696342652,0.5585346727688916,152,305,1964,1,305,1,208,432,4.519115539614741e-08,0.19543084381139858,0.13929130417028238
73,163,1.7076982335898696,0.5403835815182767,87,1,380,1,1,1,158,4396,1.5038028514505625e-14,5.264865295050591e-11,0.001222143391950258
74,144,5.821599282336331,0.5649878781114606,142,143,402,1,143,1,109,692,2.8549921996830568e-05,3.7677609852417016e-15,6.9376979725716714e-09
75,154,5.7176393319020296,0.5508244770962288,41,128,478,1,128,1,150,4727,2.202293769341114e-11,2.1792999771121158e-13,2.3501017562433654e-12
76,149,5.029108245784125,0.5584871939831129,29,110,538,1,110,1,132,6553,0.07419575866446056,3.5290221407619864,0.11383823214424489
77,150,5.882192949861618,0.5624934266116126,2,13,394,2,13,2,133,7441,4.5901613875225754e-15,1.6397720405659873e-08,9.457370908751413e-10
78,149,5.063796123038414,0.5581341022008713,26,10,502,1,10,1,114,6796,3.3374723659020385e-05,1.7565478668450555e-05,10.0
79,674,3.4607061771103536,0.56014691533312,140,621,2468,1,621,1,123,6471,0.00018345010194889688,1.7236918091602798e-09,0.12169292745398956
80,157,1.0652615250232726,0.5075300083891372,1,133,914,1,133,1,157,8903,0.005228585301812502,3.559546614756457e-11,3.021693194612776e-11
81,355,3.5901676529489635,0.5585218369531407,48,233,1130,1,233,1,355,1114,0.002148629420326794,1.3506173442004689e-11,0.13276949708782018
82,102,8.388141623958933,0.5593876010678771,25,72,362,1,72,1,28,6326,2.7641369267974247e-14,2.0745249393316466e-05,0.12332999945280688
83,659,1.2207637919963605,0.5468102356568734,102,318,1482,1,318,1,546,710,1.5738697052276853,0.03519429582177536,0.0908427808088276
84,497,3.721520067669605,0.5181498493021841,1,408,638,1,408,1,141,7266,1.2555914932452258e-06,2.6193051169113527e-05,0.0002614287077673513
85,1,5.8853481726878885,0.5565058247953045,1,1,4,1,1,1,1,1599,4.053702824252185e-06,0.4910989715942135,0.13304706236671798
86,329,1.9121739369938917,0.524215884077966,1,239,1062,1,239,1,329,8276,2.4189361140169497e-06,4.274426385072766e-11,0.0002533989383694915
87,11,2.5618226659854577,0.5359353960567095,1,10,34,1,10,1,6,3097,1.06007637350442e-12,1.7240646398976782e-14,0.00039574174533762925
88,201,3.7692904254142645,0.5578948216905473,30,22,534,1,22,1,144,5074,4.049529690995633e-07,7.57571525843566e-13,1.3866472517398688e-13
89,851,0.4471238792768462,0.546006474952462,257,593,2520,58,593,58,655,5288,2.019668577518908e-06,0.37728301338558695,5.501901248752208
90,966,2.4121414792491134,0.5460912222801011,427,703,3704,1,703,1,966,1,1e-15,4.666258669360439,2.0619437394082179e-13
91,103,5.472299073417447,0.5471971328029618,3,44,130,1,44,1,103,5046,4.420857505198822e-08,0.00016750965883798025,0.16057866002612803
92,62,9.586326972883368,0.5566461309365461,1,3,188,1,3,1,56,4817,0.0004923622582803036,6.396720994458407e-09,0.14155853186066278
93,4,7.159895622388362,0.5566913287401498,1,3,14,1,3,1,3,6510,0.057871830149881474,0.028483599132235863,0.11256826031922955
94,592,9.40053766563884,0.5283335091056647,41,341,2602,1,341,1,592,1186,4.038488368793891e-15,9.169632156474592,0.09701936315610192
95,145,1.094164870111288,0.5584735624360034,27,64,9584,1,64,1,145,4233,7.444083069449049e-12,0.7970923693336438,0.12126019656330532
96,85,8.704537709346905,0.563240990365785,20,78,192,1,78,1,46,7619,10.0,10.0,0.1146794592430868
97,78,0.35060858339846435,0.5602296558591705,9,26,180,1,26,1,65,3023,2.01074311444895e-10,2.8577219894891533e-06,0.11790396467254406
98,147,7.4885322823191665,0.5602335997183253,30,16,486,1,16,1,93,9404,0.06769000443715174,0.0025047643290476607,0.13584428989133132
99,608,1.9682912032673128,0.5618194948603661,123,392,804,1,392,1,497,6249,1.588582359408697e-05,10.0,0.1390975168535567
