iteration,populationCount,mutationRate,crossOverRate,parentTournamentSize,migrationTournamentSize,offspringCount,islandCount,migrationTournamentSize,islandCount,migrationCount,migrationInterval,tau,tauPrime,adaptationBoundary
60,149,7.094239142447533,0.12335989531812563,60,47,790,1,47,1,149,40,1e-15,3.382334117376359e-10,0.1703421602852757
61,130,8.88029583424482,0.7234048847565253,41,1,588,1,1,1,120,40,1e-15,1.4836677547213033e-09,0.1155400638209843
62,1,9.570976802370247,0.4275425048164131,1,1,6,1,1,1,1,40,4.011487870025441e-14,1.5973079346126653e-10,0.19621517667980443
63,834,2.3023274096227992,0.3109392623262859,5,632,1254,1,632,1,18,40,3.2615488817325415e-10,9.890846273102795,7.576505982878707e-06
64,104,7.83015184904654,0.8506554343879087,75,10,548,1,10,1,104,40,3.142264523079095e-05,5.6883387393877706e-11,0.15315309741801758
65,49,8.011192557118767,0.19016684790200739,12,4,226,1,4,1,49,40,3.94624498335568e-14,4.857598138043826e-10,0.12063768612986596
66,839,0.0,0.4091568317088125,144,756,1364,1,756,1,3,40,2.5939103632722824e-06,0.9262234696010435,7.503006041772426e-06
67,101,5.815609868422468,0.15551708604430753,46,1,500,1,1,1,101,40,1.3396921507697967e-10,1.1491316511144148e-09,0.21415452531644238
68,860,1.3894906435287675,0.03752918729141246,123,798,1520,1,798,1,0,40,8.387661075128799e-05,2.8398040814798955e-07,1.3944495522324542e-05
69,830,1.1883032276723597,0.6597380975345303,67,701,1328,1,701,1,217,40,1.934822234527731e-14,10.0,7.191909330598782e-06
70,1,1.552293192211023,1.0,1,1,6,1,1,1,1,40,1e-15,1.6987249258807518e-10,0.1746797707311782
71,825,0.0,0.7387306588613245,108,774,1374,1,774,1,638,40,0.1906898135821986,10.0,7.068326501153612e-06
72,1,8.196064526769588,0.5614089750013295,1,1,6,1,1,1,1,40,8.3347042016509,9.972550737534055e-10,0.12381320466538093
73,171,9.911948497025469,0.30723580919051424,53,14,804,1,14,1,171,40,6.1934043391650176e-15,4.5357373279958336e-10,0.12812666772215014
74,212,9.85652609452258,0.19672781280402998,105,1,1058,1,1,1,212,40,1e-15,1.2594497595990703e-10,0.2054294528382593
75,833,0.0,0.4371261042061888,153,751,1286,1,751,1,386,40,3.261279990671627e-11,10.0,6.211695562340119e-06
76,821,0.0,0.7803463373680641,88,713,1236,1,713,1,6,40,4.4165200895613336e-10,10.0,5.724180248993131e-06
77,799,0.6765071106134714,0.07152863156159492,123,748,1216,1,748,1,799,40,3.0995044230026085e-08,10.0,5.759083558766898e-06
78,75,9.84442699785056,0.3276414342699201,1,1,294,1,1,1,75,40,1e-15,1.5245847710054623e-12,0.011151452839171596
79,50,8.67398786066078,0.995717648268519,1,1,242,1,1,1,50,40,1e-15,9.192365216359228e-06,0.001549883630230371
80,142,8.77434436275713,0.9251796891426977,76,1,580,1,1,1,142,40,5.81275746185382e-15,4.315797301304275e-12,0.055426262784915366
81,74,9.257306787912235,0.1170982142551125,62,3,286,1,3,1,35,40,0.00010224940509293855,2.572508762286244e-13,0.008074137989358573
82,182,5.2112146602926295,0.6327918535267246,31,1,754,1,1,1,174,40,1e-15,9.871446233576149e-09,0.07526399286415913
83,123,1.936376408750512,0.05664545311661988,3,1,410,1,1,1,27,40,1e-15,1.669758118662874e-13,0.01821305617635562
84,180,7.546242825493421,0.9794442333955878,40,24,784,1,24,1,180,40,1e-15,7.70304221942461e-09,0.10164013880097097
85,793,5.003397778508117,0.599248852387965,153,748,1202,1,748,1,89,40,1.1405358039620325e-08,10.0,6.351279594123353e-06
86,812,8.924635884964793,0.5153122051480394,206,143,1180,1,143,1,65,40,0.013687122211016377,10.0,6.170898875205033e-06
87,265,7.173808831095577,0.21883932966220238,97,152,1102,1,152,1,265,40,1e-15,3.493318592961004e-09,0.1230041906374408
88,841,3.220796449484835,0.4596232818002141,190,785,1296,1,785,1,824,40,2.035970164938371e-12,10.0,6.094790663769931e-06
89,626,0.0,0.5902094294541624,98,59,900,1,59,1,386,40,4.834567274825592e-06,10.0,5.5984048102242815e-06
90,869,0.0,0.19691057232969822,503,803,896,1,803,1,633,40,1.3890476152500436e-13,10.0,3.1788667209650654e-06
91,1,9.172454762652576,0.3638944780172674,1,1,6,1,1,1,1,40,1e-15,3.524513218444092e-12,0.012510151729362722
92,459,6.780234460875597,0.264785943766502,131,27,2346,1,27,1,96,40,0.00019672788297010884,2.9893827927091985e-13,0.01621236930708926
93,885,8.235411051411708,0.31407442319565154,519,400,1604,1,400,1,54,40,5.796211749673617e-11,10.0,8.270099805682652e-06
94,171,6.580508797111292,0.3960334097677374,1,67,638,1,67,1,171,40,1.5320711774335884e-12,6.79200789747856e-08,0.05688675040245989
95,652,0.0,0.5245903144424227,186,312,780,1,312,1,408,40,2.487091540402134e-07,10.0,5.07130056152662e-06
96,457,6.83906170017086,0.4134630053227036,1,165,1830,1,165,1,284,40,4.069808569076851e-15,2.1291413640138414e-12,0.011997935877643242
97,838,0.0,0.32445338515442096,409,727,1420,1,727,1,56,40,10.0,10.0,7.757178952755884e-06
98,1,7.631441836669325,0.5007381988983584,1,1,4,1,1,1,1,40,0.0012250159085876952,1.149399228062391e-08,0.16640925737866885
99,312,6.624576529465912,0.38517095139125307,1,123,1098,1,123,1,204,40,3.028639371076822e-14,1.614098924228462e-06,0.08624642294704582
