iteration,run,score
0,0,1.6041400705431919
0,1,1.2617098169566061
0,2,1.0359750890720205
0,3,2.757319768972944
0,4,0.9347194804654696
0,5,0.9721596876506111
0,6,1.3960736090221493
0,7,1.8996979139336645
0,8,1.9418298901230528
0,9,1.565335511351928
0,10,1.1868294906588488
0,11,0.7192812772012293
0,12,0.674037880524781
0,13,1.7263591111239838
0,14,2.39527464970097
0,15,1.2483666952333228
0,16,1.6155449115999378
0,17,1.2321988470765868
0,18,1.3815756094915332
0,19,1.1019722507045442
0,20,2.236882488620506
0,21,1.740195546815084
0,22,1.6620116371368105
0,23,2.2670616086885316
0,24,2.432815406231936
0,25,1.857744836432334
0,26,1.5561815803837398
0,27,1.7188245495662446
0,28,0.9132967291853742
0,29,0.7323696465408669
0,30,1.5759759478845492
0,31,0.8098600871046246
0,32,1.55378333716433
0,33,2.3299453278215134
0,34,2.1877999602273532
0,35,0.7025238700024001
0,36,2.179026451595126
0,37,0.8185611019504448
0,38,1.5022309944805337
0,39,2.048165257287321
0,40,1.9506148790586908
0,41,2.5932555052474866
0,42,2.5777565507642834
0,43,3.079991648099141
0,44,1.7069260784603273
0,45,0.8297026817258081
0,46,2.1833235128073216
0,47,1.135990796416677
0,48,1.5684083013744523
0,49,1.0859801796029156
1,0,0.4968196752392345
1,1,0.4328581779970907
1,2,0.202770262163401
1,3,0.3298571709159742
1,4,0.26401870845863784
1,5,0.46383285885628134
1,6,0.28598655969889464
1,7,1.010439754020981
1,8,0.3271723412366355
1,9,0.883490051885975
1,10,0.441310920995217
1,11,0.676801496988923
1,12,0.79798467928091
1,13,0.19160540459538147
1,14,0.4062041516832901
1,15,0.32947015688079145
1,16,0.5275600281343749
1,17,0.305908540361618
1,18,0.4153167330721177
1,19,1.146704485973424
1,20,0.4044475004279508
1,21,0.46228507656455065
1,22,0.6676049384319662
1,23,0.19595362606246036
1,24,0.21738137288430062
1,25,0.3192620605236697
1,26,0.7748284364872253
1,27,0.2765405651514315
1,28,0.24605784724460764
1,29,0.49374931318073867
1,30,1.2288216383333692
1,31,1.1014256234301103
1,32,0.5067604712538059
1,33,0.30533604611936377
1,34,0.21164843838293085
1,35,0.46849151905916153
1,36,0.6126050830928123
1,37,0.44683515538258606
1,38,0.758604224091666
1,39,0.6424485108983928
1,40,0.30586586640826624
1,41,0.19943611297733582
1,42,0.5934810103185786
1,43,0.49065078510103716
1,44,0.30790698006367295
1,45,0.8065422195543368
1,46,0.4779850001526652
1,47,1.4576858565566124
1,48,0.37393446219909754
1,49,0.6801488405513758
2,0,0.7686271429896608
2,1,0.45138380128694566
2,2,0.9768878918987989
2,3,2.4334524412540173
2,4,0.52367342813591
2,5,0.6256415243922585
2,6,0.7998591096624491
2,7,0.5762501724656206
2,8,0.7264948762926888
2,9,0.682159352593452
2,10,0.8642289230678597
2,11,0.5806968832190715
2,12,1.296726536798286
2,13,0.5179767713297976
2,14,0.5751361881618423
2,15,0.9010157020289093
2,16,0.763243858228273
2,17,0.44186927110206564
2,18,0.6332560824146918
2,19,1.0799655216578734
2,20,1.1634755199128668
2,21,0.5297947471609987
2,22,0.28816207271839983
2,23,0.19509566311274987
2,24,0.6361069577307775
2,25,0.6913760381614454
2,26,0.5105323059512251
2,27,0.8542966831984757
2,28,0.7514943777428423
2,29,0.27650680034591263
2,30,0.9856202714929273
2,31,0.47549222411477743
2,32,0.4349196434579351
2,33,0.671009519733724
2,34,0.44909457321526514
2,35,0.589564707150871
2,36,0.43669141264612404
2,37,0.5935125251126648
2,38,0.2127214203838003
2,39,1.1412502396675144
2,40,1.1195909718750137
2,41,0.31669432039310447
2,42,0.7733697511261721
2,43,0.9680169072649718
2,44,0.4174781759235405
2,45,0.8584299063225477
2,46,0.7547309680601713
2,47,0.40606464163154105
2,48,0.43143197940716416
2,49,0.5215813081159191
3,0,1.143462591767562
3,1,0.7538060051071864
3,2,1.2873465994044653
3,3,0.976281950333987
3,4,0.46606935089363877
3,5,1.3806441375806648
3,6,1.8937762594455352
3,7,1.049451818145644
3,8,1.1916668959851613
3,9,0.8054404543140138
3,10,0.8421539506186533
3,11,1.6155090040919182
3,12,1.557818458029322
3,13,1.3334010417529956
3,14,0.9853256196834599
3,15,1.0891795146580183
3,16,0.7860493834413979
3,17,0.9544991229150569
3,18,0.8800252227612194
3,19,0.6997632074125402
3,20,2.464022309025786
3,21,1.4235893392144305
3,22,0.9225661669369583
3,23,0.677212201757589
3,24,0.6970661720942651
3,25,1.792212605852335
3,26,1.1320013102774036
3,27,1.0121980184953208
3,28,0.757047816063007
3,29,1.4294650249381589
3,30,1.7948484818056647
3,31,2.3147754686535196
3,32,2.318395553855313
3,33,1.2546154728473105
3,34,1.0455644694092951
3,35,1.5658438883371664
3,36,0.9872228049189252
3,37,0.6177841933005208
3,38,0.5481997496719044
3,39,0.693067682540453
3,40,0.8365225687460803
3,41,1.3037767549051438
3,42,1.951621155060421
3,43,1.5887125049469564
3,44,0.6884498379161026
3,45,1.687488894721951
3,46,1.007405735521372
3,47,1.3041679679717768
3,48,1.2023151132656733
3,49,1.0049824689246352
4,0,0.32629599078766697
4,1,0.80403255929014
4,2,0.3316679401032227
4,3,0.9955876903854473
4,4,0.4699461284729744
4,5,0.3133270905203756
4,6,0.6173715693698111
4,7,0.8477560425548967
4,8,0.5564523796436717
4,9,0.5518688035094544
4,10,1.2106250583829472
4,11,0.2660746362315608
4,12,0.8208412537331404
4,13,0.37304327685716043
4,14,0.7882859823418713
4,15,1.0712432677156345
